district,page,price_clean,bedrooms_clean,bathrooms_clean,garage_clean,land_area_clean,building_area_clean
Beji,345,885000000.0,3.0,2.0,,44.0,80.0
Cinere,346,2850000000.0,4.0,2.0,1.0,225.0,240.0
Cinere,346,4500000000.0,4.0,4.0,,250.0,400.0
Cinere,346,1900000000.0,2.0,1.0,,226.0,150.0
Cinangka,346,1400000000.0,3.0,2.0,,119.0,130.0
Cinere,346,1800000000.0,2.0,,,87.0,143.0
Cilodong,346,2900000000.0,4.0,3.0,2.0,210.0,200.0
Pangkalan Jati,346,3800000000.0,4.0,4.0,2.0,111.0,195.0
Cinere,346,1310000000.0,3.0,3.0,1.0,64.0,90.0
Cinere,346,4000000000.0,2.0,2.0,,550.0,400.0
Beji,346,650000000.0,2.0,1.0,,78.0,48.0
Beji,346,1000000000.0,3.0,2.0,,120.0,70.0
Tanah Baru,346,1850000000.0,3.0,2.0,,248.0,170.0
Rangkapanjaya,346,1500000000.0,3.0,3.0,,400.0,200.0
Rangkapanjaya,346,850000000.0,3.0,2.0,,100.0,100.0
Kukusan,346,2100000000.0,12.0,12.0,,357.0,200.0
Kukusan,346,900000000.0,3.0,3.0,,96.0,93.0
Pangkalan Jati,346,5900000000.0,4.0,3.0,1.0,172.0,297.0
Pancoran Mas,346,2000000000.0,3.0,2.0,,185.0,90.0
Cilangkap,347,500000000.0,3.0,1.0,,60.0,55.0
Tanah Baru,347,1700000000.0,5.0,3.0,2.0,100.0,180.0
Cinere,347,5500000000.0,5.0,4.0,4.0,490.0,300.0
Sukmajaya,347,3750000000.0,5.0,3.0,1.0,205.0,375.0
Sukmajaya,347,4000000000.0,5.0,3.0,,205.0,375.0
Sawangan,347,2150000000.0,3.0,3.0,,350.0,200.0
Sukmajaya,347,3700000000.0,3.0,2.0,,200.0,160.0
Cilodong,347,994000000.0,3.0,2.0,1.0,60.0,80.0
Sawangan,347,499000000.0,2.0,1.0,,50.0,45.0
Sawangan,347,1100000000.0,3.0,2.0,1.0,128.0,128.0
Margonda,347,3000000000.0,3.0,2.0,,168.0,130.0
Sukmajaya,347,2900000000.0,5.0,4.0,,180.0,350.0
Citayam,347,700000000.0,3.0,2.0,1.0,53.0,67.0
Cipayung,347,700000000.0,3.0,2.0,1.0,55.0,67.0
Sawangan,347,1800000000.0,3.0,3.0,2.0,101.0,126.0
Cimanggis,348,1300000000.0,2.0,2.0,,90.0,68.0
Cibubur,348,2350000000.0,5.0,2.0,1.0,135.0,220.0
Cinere,348,1950000000.0,3.0,3.0,2.0,90.0,91.0
Cibubur,348,5500000000.0,5.0,4.0,,300.0,375.0
Sawangan,348,1270000000.0,3.0,2.0,,168.0,120.0
Cinere,348,3800000000.0,3.0,3.0,1.0,200.0,150.0
Cinere,348,5500000000.0,4.0,4.0,2.0,440.0,330.0
Sawangan,348,980000000.0,2.0,2.0,1.0,50.0,62.0
Sawangan,348,700000000.0,2.0,1.0,1.0,60.0,36.0
Cinere,348,3300000000.0,5.0,1.0,,485.0,200.0
Cimanggis,348,3250000000.0,3.0,2.0,,350.0,80.0
Sawangan,348,725000000.0,3.0,1.0,1.0,92.0,60.0
Cinere,348,2600000000.0,4.0,3.0,1.0,166.0,220.0
Depok II,348,900000000.0,2.0,2.0,,50.0,62.0
Depok II,348,700000000.0,2.0,1.0,1.0,60.0,36.0
Sawangan,349,1020000000.0,3.0,2.0,1.0,90.0,70.0
Sawangan,349,2000000000.0,3.0,2.0,1.0,144.0,150.0
Pancoran Mas,349,860000000.0,3.0,2.0,1.0,55.0,85.0
Cinere,349,3000000000.0,3.0,3.0,1.0,200.0,243.0
Cinere,349,5500000000.0,4.0,3.0,2.0,440.0,330.0
Sawangan,349,850000000.0,2.0,2.0,2.0,135.0,100.0
Sawangan,349,1450000000.0,2.0,2.0,2.0,135.0,100.0
Sawangan,349,1450000000.0,2.0,2.0,2.0,135.0,100.0
Sawangan,349,1450000000.0,2.0,2.0,2.0,135.0,100.0
Cinere,349,4000000000.0,4.0,5.0,,105.0,294.0
Cimanggis,349,1990000000.0,4.0,3.0,,155.0,180.0
Cimanggis,349,2900000000.0,5.0,3.0,,145.0,194.0
Bojong Sari,349,520000000.0,2.0,1.0,1.0,109.0,45.0
Limo,349,2500000000.0,2.0,2.0,3.0,323.0,250.0
Pancoran Mas,349,1150000000.0,3.0,2.0,1.0,105.0,130.0
Sawangan,349,1100000000.0,3.0,2.0,,105.0,97.0
Margonda,349,2900000000.0,3.0,,,100.0,300.0
Sawangan,349,3500000000.0,3.0,3.0,3.0,214.0,200.0
Cibubur,349,2600000000.0,4.0,4.0,1.0,150.0,200.0
Cibubur,350,2600000000.0,4.0,4.0,1.0,150.0,200.0
Cinere,350,2400000000.0,3.0,4.0,2.0,120.0,180.0
Cinere,350,4400000000.0,4.0,3.0,2.0,280.0,240.0
Cipayung,350,250000000.0,2.0,1.0,1.0,50.0,36.0
Sawangan,350,260000000.0,2.0,1.0,1.0,56.0,36.0
Beji,350,2000000000.0,3.0,2.0,,400.0,250.0
Cimanggis,350,1890000000.0,4.0,3.0,,112.0,112.0
Margonda,350,1850000000.0,5.0,5.0,1.0,90.0,140.0
Depok II,350,3850000000.0,6.0,5.0,,500.0,420.0
Sukatani,350,980000000.0,3.0,2.0,,96.0,96.0
Rangkapanjaya,350,645000000.0,2.0,2.0,,40.0,55.0
Rangkapanjaya,350,645000000.0,2.0,2.0,1.0,40.0,55.0
Cilodong,351,861000000.0,2.0,2.0,,75.0,55.0
Tapos,351,2250000000.0,3.0,2.0,,189.0,132.0
Cinangka,351,499000000.0,2.0,1.0,1.0,65.0,46.0
Cinere,351,2300000000.0,5.0,5.0,2.0,176.0,200.0
Pancoran Mas,351,498000000.0,2.0,1.0,1.0,65.0,45.0
Margonda,351,4900000000.0,3.0,4.0,1.0,240.0,279.0
Rangkapanjaya,351,645000000.0,2.0,2.0,1.0,40.0,55.0
Cipayung,351,450000000.0,2.0,1.0,1.0,60.0,40.0
Bojong Sari,351,5750000000.0,,,,1575.0,1000.0
Cipayung,351,800000000.0,3.0,2.0,,72.0,100.0
Sukmajaya,351,820000000.0,3.0,2.0,1.0,59.0,57.0
Depok II,351,1200000000.0,2.0,1.0,1.0,84.0,53.0
Cipayung,351,800000000.0,3.0,2.0,,72.0,125.0
Cimanggis,351,1300000000.0,4.0,3.0,1.0,89.0,115.0
Tapos,351,2000000000.0,4.0,4.0,1.0,152.0,280.0
Cilodong,352,1800000000.0,4.0,3.0,,145.0,112.0
Cimanggis,352,1550000000.0,5.0,3.0,1.0,160.0,195.0
Sawangan,352,200000000.0,2.0,1.0,1.0,40.0,30.0
Cinere,352,2300000000.0,3.0,3.0,2.0,84.0,150.0
Cinere,352,3800000000.0,3.0,2.0,,181.0,429.0
Sawangan,352,1400000000.0,4.0,2.0,,150.0,160.0
Limo,352,2700000000.0,4.0,3.0,,300.0,270.0
Cibubur,352,1.2,,,,15000.0,30000.0
Cinere,352,890000000.0,3.0,2.0,,80.0,100.0
Cinere,352,3500000000.0,3.0,4.0,1.0,220.0,200.0
Cinere,352,1250000000.0,,,,64.0,120.0
Rangkapanjaya,352,875000000.0,3.0,2.0,1.0,66.0,100.0
Rangkapanjaya,352,870000000.0,3.0,2.0,1.0,60.0,80.0
Cinangka,353,3000000000.0,3.0,2.0,,500.0,209.0
Cinere,353,1200000000.0,2.0,2.0,1.0,72.0,74.0
Cinere,353,3700000000.0,3.0,3.0,1.0,250.0,248.0
Sawangan,353,1000000000.0,2.0,1.0,1.0,96.0,66.0
Cinere,353,2550000000.0,,,,180.0,122.0
Krukut,353,4000000000.0,4.0,2.0,2.0,718.0,250.0
Cinere,353,2950000000.0,4.0,4.0,1.0,135.0,200.0
Cinere,353,4900000000.0,3.0,3.0,1.0,280.0,400.0
Depok II,353,800000000.0,3.0,2.0,,102.0,72.0
Sukmajaya,353,5500000000.0,2.0,,,651.0,81.0
Cipayung,353,409000000.0,2.0,1.0,,60.0,37.0
Pancoran Mas,353,2500000000.0,4.0,2.0,,146.0,200.0
Cinere,353,4800000000.0,3.0,3.0,1.0,240.0,280.0
Cinere,353,2400000000.0,3.0,2.0,1.0,200.0,175.0
Cinere,353,3000000000.0,3.0,2.0,1.0,180.0,198.0
Cilodong,354,1400000000.0,2.0,1.0,,185.0,100.0
Cinere,354,4500000000.0,4.0,3.0,1.0,160.0,161.0
Depok II,354,2600000000.0,,,,120.0,235.0
Cinere,354,1530000000.0,2.0,2.0,,66.0,74.0
Cimanggis,354,2750000000.0,5.0,3.0,,407.0,300.0
Sukmajaya,354,750000000.0,2.0,1.0,1.0,75.0,60.0
Cibubur,354,1500000000.0,3.0,3.0,,255.0,120.0
Cilodong,354,2700000000.0,3.0,3.0,,236.0,183.0
Sukmajaya,354,875000000.0,4.0,3.0,,120.0,180.0
Cisalak,354,2900000000.0,3.0,,,112.0,168.0
Rangkapanjaya,354,3200000000.0,3.0,2.0,,285.0,200.0
Cisalak,354,2900000000.0,3.0,1.0,,161.0,150.0
Cipayung,354,350000000.0,2.0,1.0,1.0,71.0,40.0
Cinere,354,1500000000.0,2.0,2.0,,89.0,50.0
Margonda,355,4000000000.0,5.0,3.0,,200.0,240.0
Harjamukti,355,2500000000.0,4.0,3.0,,143.0,200.0
Sawangan,355,3320000000.0,3.0,2.0,,170.0,79.0
Margonda,355,2400000000.0,3.0,2.0,,162.0,114.0
Kukusan,355,4000000000.0,1.0,,,225.0,135.0
Harjamukti,355,4000000000.0,5.0,6.0,,480.0,400.0
Margonda,355,3500000000.0,5.0,4.0,,354.0,300.0
Margonda,355,2750000000.0,3.0,2.0,,139.0,200.0
Margonda,355,3000000000.0,4.0,3.0,,135.0,200.0
Margonda,355,4200000000.0,4.0,3.0,,240.0,300.0
Harjamukti,355,1650000000.0,3.0,3.0,,121.0,100.0
Sukmajaya,355,3500000000.0,5.0,4.0,,220.0,380.0
Pancoran Mas,355,3200000000.0,1.0,,,133.0,270.0
Pancoran Mas,355,770000000.0,4.0,3.0,,84.0,110.0
Margonda,355,3000000000.0,3.0,2.0,,162.0,139.0
Pancoran Mas,356,998000000.0,3.0,3.0,,72.0,114.0
Margonda,356,3000000000.0,5.0,5.0,,109.0,270.0
Margonda,356,3000000000.0,10.0,10.0,,380.0,320.0
Depok II,356,5000000000.0,4.0,4.0,,228.0,300.0
Cipayung,356,1000000000.0,2.0,1.0,,168.0,100.0
Rangkapanjaya,356,1600000000.0,3.0,2.0,,161.0,120.0
Cilodong,356,400000000.0,2.0,1.0,1.0,54.0,32.0
Krukut,356,3750000000.0,4.0,2.0,,719.0,250.0
Cinere,356,2200000000.0,3.0,2.0,2.0,123.0,150.0
Pangkalan Jati,356,3800000000.0,4.0,3.0,2.0,130.0,190.0
Cinere,356,4500000000.0,6.0,5.0,,240.0,400.0
Tapos,356,1350000000.0,3.0,2.0,1.0,78.0,70.0
Cimanggis,356,1300000000.0,4.0,2.0,,84.0,140.0
Beji,356,970000000.0,3.0,3.0,,87.0,90.0
Sukmajaya,356,1900000000.0,4.0,3.0,,145.0,112.0
Pancoran Mas,356,1500000000.0,2.0,,,60.0,112.0
Tapos,357,1500000000.0,3.0,2.0,2.0,78.0,70.0
Cimanggis,357,1850000000.0,4.0,2.0,2.0,81.0,145.0
Cipayung,357,700000000.0,3.0,1.0,,88.0,70.0
Bojong Sari,357,950000000.0,3.0,2.0,,123.0,90.0
Cinere,357,4500000000.0,2.0,3.0,1.0,299.0,300.0
Kukusan,357,2300000000.0,3.0,2.0,,248.0,200.0
Margonda,357,1360000000.0,3.0,3.0,1.0,70.0,100.0
Pasir Putih,357,490000000.0,2.0,1.0,1.0,59.0,45.0
Sawangan,357,1010000000.0,2.0,2.0,2.0,86.0,55.0
Pancoran Mas,357,770000000.0,4.0,3.0,,84.0,110.0
Tanah Baru,357,1950000000.0,4.0,3.0,2.0,100.0,135.0
Kukusan,357,1950000000.0,4.0,3.0,2.0,100.0,135.0
Beji,358,1940000000.0,4.0,3.0,2.0,101.0,135.0
Cibubur,358,980000000.0,3.0,3.0,2.0,60.0,70.0
Cinere,358,5500000000.0,4.0,3.0,,375.0,400.0
Bojong Sari,358,1900000000.0,3.0,2.0,,210.0,80.0
Citayam,358,600000000.0,3.0,2.0,1.0,50.0,67.0
Limo,358,1000000000.0,3.0,2.0,1.0,74.0,94.0
Tanah Baru,358,6000000000.0,5.0,3.0,,725.0,360.0
Cibubur,358,980000000.0,3.0,3.0,2.0,60.0,70.0
Harjamukti,358,980000000.0,3.0,3.0,2.0,60.0,70.0
Cimanggis,358,980000000.0,3.0,3.0,2.0,60.0,70.0
Sukatani,358,1800000000.0,4.0,3.0,,280.0,250.0
Margonda,358,4000000000.0,1.0,,,65.0,113.0
Cilodong,358,665000000.0,1.0,1.0,,80.0,36.0
Sawangan,358,4600000000.0,2.0,4.0,,153.0,256.0
Pangkalan Jati,358,3900000000.0,4.0,2.0,,178.0,156.0
Pancoran Mas,359,600000000.0,2.0,1.0,,70.0,56.0
Sawangan,359,1670000000.0,3.0,2.0,1.0,88.0,79.0
Cinere,359,5000000000.0,4.0,2.0,,385.0,165.0
Cinere,359,3750000000.0,5.0,3.0,2.0,396.0,252.0
Bojong Sari,359,2500000000.0,3.0,3.0,2.0,128.0,180.0
Pancoran Mas,359,3200000000.0,4.0,2.0,,220.0,200.0
Cilodong,359,850000000.0,2.0,1.0,,73.0,50.0
Cipayung,359,420000000.0,3.0,1.0,1.0,67.0,36.0
Cinere,359,900000000.0,2.0,1.0,1.0,90.0,70.0
Citayam,359,1100000000.0,2.0,2.0,,72.0,144.0
Citayam,359,1100000000.0,2.0,2.0,,72.0,144.0
Sawangan,359,2800000000.0,4.0,4.0,,144.0,180.0
Pasir Putih,359,375000000.0,2.0,1.0,1.0,60.0,45.0
Cinere,360,1400000000.0,3.0,2.0,,60.0,72.0
Tirtajaya,360,1260000000.0,2.0,1.0,2.0,123.0,80.0
Cinere,360,3400000000.0,4.0,4.0,2.0,152.0,195.0
Sukmajaya,360,2500000000.0,3.0,3.0,,120.0,180.0
Limo,360,1600000000.0,2.0,1.0,1.0,165.0,42.0
Cinere,360,1600000000.0,4.0,3.0,1.0,130.0,150.0
Cinere,360,3200000000.0,4.0,3.0,2.0,162.0,255.0
Cisalak,360,1600000000.0,3.0,3.0,,136.0,36.0
Cinere,360,2820000000.0,3.0,3.0,,100.0,168.0
Cilodong,360,1700000000.0,4.0,3.0,2.0,270.0,120.0
Depok II,360,1000000000.0,4.0,2.0,,102.0,130.0
Cinere,360,2900000000.0,4.0,3.0,2.0,163.0,280.0
Cimanggis,360,1200000000.0,3.0,2.0,,90.0,65.0
Limo,361,1190000000.0,3.0,3.0,2.0,64.0,100.0
Cipayung,361,567000000.0,2.0,1.0,2.0,68.0,38.0
Cinere,361,2600000000.0,4.0,4.0,,84.0,120.0
Sukmajaya,361,1600000000.0,3.0,3.0,1.0,105.0,208.0
Gandul,361,2000000000.0,4.0,4.0,1.0,285.0,185.0
Sukmajaya,361,900000000.0,4.0,2.0,,90.0,180.0
Krukut,361,1600000000.0,3.0,3.0,,133.0,144.0
Krukut,361,1270000000.0,3.0,3.0,2.0,133.0,144.0
Sukmajaya,361,1800000000.0,3.0,2.0,,150.0,130.0
Sawangan,361,400000000.0,2.0,1.0,,55.0,35.0
Cilodong,361,650000000.0,2.0,1.0,1.0,84.0,38.0
Margonda,361,2850000000.0,3.0,,,57.0,197.0
Cinere,361,4500000000.0,3.0,3.0,2.0,200.0,275.0
Cinere,361,3000000000.0,4.0,4.0,2.0,253.0,320.0
Margonda,361,1850000000.0,5.0,5.0,1.0,90.0,140.0
Sawangan,361,1400000000.0,3.0,2.0,2.0,120.0,114.0
Sawangan,362,1450000000.0,2.0,2.0,2.0,135.0,100.0
Cinere,362,3250000000.0,3.0,2.0,1.0,260.0,180.0
Margonda,362,1750000000.0,3.0,3.0,,92.0,140.0
Sukmajaya,362,2400000000.0,3.0,3.0,,135.0,91.0
Pancoran Mas,362,2980000000.0,4.0,3.0,1.0,140.0,140.0
Cinere,362,2700000000.0,4.0,4.0,1.0,135.0,200.0
Margonda,362,6000000000.0,6.0,5.0,2.0,600.0,430.0
Cilodong,362,1070000000.0000001,3.0,2.0,1.0,76.0,70.0
Cinere,362,4200000000.0,3.0,3.0,2.0,210.0,250.0
Sukmajaya,362,850000000.0,3.0,2.0,1.0,104.0,60.0
Cinere,362,2500000000.0,3.0,2.0,2.0,144.0,170.0
Sukmajaya,362,1300000000.0,3.0,2.0,,115.0,65.0
Cimanggis,362,4700000000.0,2.0,,,75.0,229.0
Cinere,363,1850000000.0,4.0,4.0,,110.0,150.0
Cinangka,363,440000000.0,2.0,1.0,,55.0,40.0
Cinere,363,4750000000.0,3.0,4.0,,300.0,200.0
Pancoran Mas,363,850000000.0,3.0,2.0,1.0,66.0,100.0
Tapos,363,2200000000.0,4.0,4.0,,364.0,100.0
Tapos,363,2200000000.0,4.0,4.0,,364.0,100.0
Cinere,363,6000000000.0,5.0,3.0,1.0,452.0,300.0
Bojong Sari,363,750000000.0,2.0,1.0,,91.0,40.0
Citayam,363,1550000000.0,2.0,2.0,1.0,174.0,150.0
Cinere,363,5500000000.0,5.0,4.0,2.0,420.0,400.0
Cinere,363,5800000000.0,5.0,5.0,2.0,540.0,350.0
Cinere,363,5900000000.0,5.0,3.0,2.0,540.0,370.0
Cinere,363,1750000000.0,3.0,2.0,1.0,202.0,100.0
Cinere,363,2490000000.0,3.0,3.0,1.0,120.0,180.0
Cinere,363,3000000000.0,4.0,3.0,1.0,240.0,150.0
Cimanggis,363,1900000000.0,4.0,3.0,,237.0,220.0
Cilangkap,364,725000000.0,3.0,2.0,2.0,62.0,58.0
Citayam,364,2400000000.0,5.0,2.0,,136.0,200.0
Cinere,364,1800000000.0,3.0,3.0,1.0,210.0,196.0
Cinere,364,2500000000.0,4.0,2.0,1.0,154.0,136.0
Cinere,364,2500000000.0,4.0,2.0,1.0,250.0,110.0
Sawangan,364,770000000.0,3.0,2.0,1.0,78.0,70.0
Cilodong,364,750000000.0,2.0,1.0,,82.0,60.0
Cilangkap,364,995000000.0,3.0,3.0,2.0,103.0,110.0
Cinere,364,3500000000.0,5.0,5.0,1.0,315.0,200.0
Cinere,364,3500000000.0,5.0,3.0,2.0,297.0,187.0
Sawangan,364,1710000000.0,3.0,3.0,3.0,744.0,200.0
Bojong Sari,364,650000000.0,2.0,1.0,,59.0,30.0
Cimanggis,364,1800000000.0,3.0,2.0,,149.0,250.0
Sawangan,364,450000000.0,3.0,3.0,1.0,60.0,60.0
Sawangan,364,400000000.0,2.0,2.0,1.0,100.0,90.0
Limo,364,2700000000.0,4.0,3.0,1.0,120.0,113.0
Sawangan,364,2800000000.0,4.0,3.0,2.0,144.0,140.0
Cimanggis,365,2800000000.0,4.0,4.0,,160.0,280.0
Pangkalan Jati,365,3900000000.0,4.0,4.0,2.0,119.0,240.0
Pancoran Mas,365,2000000000.0,5.0,3.0,1.0,120.0,180.0
Harjamukti,365,3900000000.0,3.0,3.0,1.0,262.0,151.0
Cibubur,365,2900000000.0,4.0,3.0,1.0,170.0,240.0
Cimanggis,365,1850000000.0,3.0,2.0,,149.0,168.0
Cinere,365,3200000000.0,3.0,2.0,2.0,235.0,160.0
Sukmajaya,365,5200000000.0,3.0,4.0,,240.0,279.0
Cinere,365,2250000000.0,3.0,2.0,1.0,101.0,180.0
Cinere,365,3250000000.0,3.0,3.0,2.0,225.0,300.0
Cinere,365,5800000000.0,4.0,9.0,,300.0,400.0
Sukmajaya,365,1400000000.0,2.0,,,60.0,120.0
Sawangan,365,700000000.0,2.0,1.0,,126.0,126.0
Depok II,365,3000000000.0,2.0,2.0,,291.0,262.0
Cinangka,366,985000000.0,2.0,1.0,1.0,130.0,90.0
Sukmajaya,366,3800000000.0,3.0,3.0,,418.0,130.0
Sukmajaya,366,4000000000.0,8.0,5.0,,410.0,410.0
Cimanggis,366,1550000000.0,2.0,1.0,,106.0,45.0
Kelapa Dua,366,1600000000.0,3.0,3.0,1.0,176.0,150.0
Sawangan,366,2540000000.0,3.0,3.0,,112.0,136.0
Beji,366,880000000.0,2.0,2.0,,108.0,90.0
Cimanggis,366,2500000000.0,3.0,2.0,,128.0,117.0
Kukusan,366,1550000000.0,2.0,1.0,,126.0,72.0
Beji,366,2000000000.0,3.0,2.0,2.0,200.0,168.0
Cilodong,366,1300000000.0,2.0,1.0,,84.0,53.0
Sawangan,366,3800000000.0,4.0,4.0,2.0,144.0,206.0
Tapos,366,850000000.0,1.0,1.0,1.0,176.0,80.0
Sawangan,366,1320000000.0,3.0,2.0,,102.0,90.0
Sawangan,366,725000000.0,2.0,1.0,,65.0,70.0
Sawangan,366,415000000.0,2.0,1.0,,42.0,39.0
Cipayung,367,335000000.0,3.0,1.0,,60.0,32.0
Cilodong,367,1200000000.0,1.0,,,88.0,91.0
Sawangan,367,431000000.0,2.0,1.0,,72.0,45.0
Cimanggis,367,2400000000.0,3.0,3.0,2.0,180.0,150.0
Depok II,367,265000000.0,,,,52.0,36.0
Sawangan,367,250000000.0,2.0,1.0,,50.0,36.0
Cinere,367,3500000000.0,3.0,2.0,3.0,180.0,200.0
Cinere,367,5400000000.0,7.0,4.0,,435.0,290.0
Pancoran Mas,367,700000000.0,3.0,1.0,1.0,75.0,50.0
Cinere,367,1500000000.0,2.0,1.0,1.0,120.0,60.0
Cinere,367,2600000000.0,4.0,4.0,2.0,120.0,180.0
Sawangan,367,850000000.0,3.0,2.0,1.0,119.0,70.0
Cipayung,367,372000000.0,2.0,1.0,1.0,60.0,32.0
Cimanggis,367,1500000000.0,3.0,2.0,,137.0,205.0
Tanah Baru,367,900000000.0,3.0,2.0,1.0,54.0,70.0
Cilodong,367,998000000.0,3.0,2.0,1.0,85.0,75.0
Pancoran Mas,368,4000000000.0,2.0,,,90.0,225.0
Margonda,368,2200000000.0,3.0,3.0,,120.0,134.0
Sawangan,368,3500000000.0,3.0,3.0,3.0,294.0,200.0
Sukmajaya,368,1650000000.0,5.0,3.0,,253.0,300.0
Cilodong,368,1200000000.0,1.0,2.0,,88.0,91.0
Sawangan,368,1010000000.0,2.0,2.0,,86.0,55.0
Cinere,368,1500000000.0,2.0,2.0,1.0,134.0,65.0
Sawangan,368,980000000.0,2.0,2.0,1.0,77.0,55.0
Sawangan,368,970000000.0,2.0,2.0,1.0,75.0,55.0
Limo,368,800000000.0,3.0,2.0,1.0,75.0,90.0
Pancoran Mas,368,4900000000.0,3.0,2.0,,450.0,325.0
Cinere,368,1750000000.0,3.0,2.0,,150.0,250.0
Cimanggis,368,2000000000.0,5.0,3.0,,202.0,265.0
Limo,368,1280000000.0,3.0,3.0,1.0,85.0,110.0
Cipayung,368,260000000.0,2.0,1.0,,50.0,32.0
Sukmajaya,368,2300000000.0,5.0,3.0,,120.0,220.0
Sawangan,368,250000000.0,2.0,1.0,,55.0,35.0
Sukmajaya,368,700000000.0,3.0,2.0,,90.0,80.0
Sawangan,369,250000000.0,2.0,1.0,,55.0,35.0
Cilodong,369,800000000.0,5.0,5.0,,238.0,268.0
Citayam,369,299000000.0,3.0,2.0,1.0,60.0,60.0
Cinere,369,2600000000.0,3.0,4.0,2.0,220.0,188.0
Bojong Sari,369,2300000000.0,4.0,4.0,,144.0,150.0
Pancoran Mas,369,4690000000.0,6.0,5.0,3.0,1073.0,362.0
Beji,369,1850000000.0,5.0,5.0,1.0,140.0,90.0
Cimanggis,369,871000000.0,3.0,2.0,,45.0,61.0
Cimanggis,369,2800000000.0,3.0,2.0,,188.0,175.0
Cipayung,369,650000000.0,2.0,1.0,2.0,99.0,70.0
Cimanggis,370,2950000000.0,6.0,6.0,2.0,320.0,300.0
Margonda,370,3500000000.0,20.0,20.0,1.0,283.0,120.0
Sawangan,370,770000000.0,3.0,2.0,,130.0,130.0
Sawangan,370,2250000000.0,3.0,2.0,,180.0,110.0
Cimanggis,370,990000000.0,3.0,3.0,,105.0,140.0
Tapos,370,1300000000.0,4.0,2.0,,84.0,140.0
Citayam,370,275000000.0,2.0,1.0,1.0,67.0,45.0
Cinere,370,2300000000.0,3.0,2.0,,162.0,100.0
Cilodong,370,1800000000.0,2.0,1.0,,104.0,110.0
Limo,370,720000000.0,2.0,2.0,,80.0,72.0
Cinere,370,4800000000.0,4.0,2.0,1.0,400.0,256.0
Cinere,370,2300000000.0,3.0,2.0,1.0,162.0,100.0
Cinere,370,3900000000.0,3.0,2.0,2.0,300.0,180.0
Tanah Baru,370,1200000000.0,2.0,1.0,1.0,120.0,70.0
Pangkalan Jati,370,2400000000.0,5.0,3.0,1.0,294.0,180.0
Cilodong,370,800000000.0,2.0,1.0,,72.0,36.0
Pancoran Mas,370,1250000000.0,3.0,3.0,2.0,85.0,125.0
Tapos,370,1570000000.0,4.0,4.0,1.0,90.0,140.0
Cinere,371,1050000000.0,3.0,2.0,1.0,74.0,71.0
Cinere,371,1050000000.0,3.0,2.0,1.0,78.0,71.0
Sawangan,371,275000000.0,1.0,1.0,,60.0,40.0
Cinere,371,1050000000.0,3.0,2.0,1.0,73.0,68.0
Cisalak,371,1150000000.0,3.0,1.0,1.0,165.0,130.0
Cipayung,371,1200000000.0,2.0,10.0,,54.0,108.0
Sukmajaya,371,1850000000.0,3.0,3.0,,75.0,225.0
Pancoran Mas,371,985000000.0,3.0,2.0,1.0,55.0,90.0
Cinere,371,1050000000.0,3.0,2.0,1.0,73.0,73.0
Sukmajaya,371,4000000000.0,5.0,3.0,,102.0,250.0
Limo,371,1850000000.0,2.0,2.0,2.0,120.0,140.0
Cilodong,371,970000000.0,3.0,3.0,2.0,64.0,90.0
Cilodong,371,799000000.0,2.0,1.0,1.0,56.0,50.0
Cinere,371,4500000000.0,6.0,4.0,,420.0,500.0
Pancoran Mas,371,945000000.0,3.0,2.0,1.0,66.0,100.0
Margonda,371,1850000000.0,1.0,,,90.0,140.0
Gandul,371,1350000000.0,4.0,3.0,2.0,84.0,76.0
Mekarsari,371,1700000000.0,4.0,3.0,1.0,198.0,200.0
Tapos,372,2500000000.0,3.0,2.0,2.0,85.0,89.0
Pancoran Mas,372,2000000000.0,6.0,2.0,,260.0,260.0
Cinere,372,4200000000.0,4.0,2.0,2.0,340.0,210.0
Sukmajaya,372,1700000000.0,3.0,2.0,,150.0,180.0
Pangkalan Jati,372,3200000000.0,3.0,2.0,2.0,197.0,150.0
Sukmajaya,372,1750000000.0,3.0,2.0,,150.0,180.0
Cinere,372,4099999999.9999995,4.0,3.0,,481.0,258.0
Tapos,372,735000000.0,2.0,1.0,,75.0,60.0
Pancoran Mas,372,2100000000.0,3.0,1.0,,126.0,88.0
Pancoran Mas,372,2100000000.0,3.0,1.0,,126.0,88.0
Bojong Sari,372,2320000000.0,3.0,4.0,1.0,112.0,109.0
Sawangan,372,910000000.0,2.0,2.0,1.0,150.0,125.0
Pangkalan Jati,372,4800000000.0,4.0,3.0,3.0,480.0,184.0
Citayam,372,230000000.0,2.0,1.0,1.0,51.0,36.0
Pancoran Mas,373,1850000000.0,3.0,3.0,2.0,90.0,120.0
Sukmajaya,373,575000000.0,2.0,1.0,,70.0,60.0
Beji,373,3000000000.0,3.0,,,67.0,173.0
Cimanggis,373,1400000000.0,3.0,2.0,1.0,95.0,90.0
Sawangan,373,550000000.0,2.0,1.0,1.0,84.0,60.0
Sawangan,373,1600000000.0,4.0,4.0,1.0,223.0,150.0
Sawangan,373,2000000000.0,3.0,3.0,2.0,234.0,180.0
Cinere,373,1900000000.0,3.0,3.0,2.0,118.0,140.0
Cinere,373,1950000000.0,4.0,3.0,1.0,115.0,150.0
Sukmajaya,373,980000000.0,3.0,2.0,,104.0,48.0
Pancoran Mas,373,1750000000.0,2.0,1.0,,83.0,144.0
Limo,373,850000000.0,3.0,1.0,1.0,100.0,100.0
